Time (min),Cyanobacterial cell count,wastewater concentration (Ci),Sonicator power density,Concentration of H2O2,Volume (mL),Solution pH,final count/0.5 mL,final count/mL,Particles/mL,Area (ABD) Mean,Area (ABD) Min,Area (ABD) Max,Area (Filled) Mean,Area (Filled) Min,Area (Filled) Max,Aspect Ratio Mean,Aspect Ratio Min,Aspect Ratio Max,Circle Fit Mean,Circle Fit Min,Circle Fit Max,Circularity Mean,Circularity Min,Circularity Max,Circularity (Hu) Mean,Circularity (Hu) Min,Circularity (Hu) Max,Compactness Mean,Compactness Min,Compactness Max,Convex Perimeter Mean,Convex Perimeter Min,Convex Perimeter Max,Convexity Mean,Convexity Min,Convexity Max,Diameter (ABD) Mean,Diameter (ABD) Min,Diameter (ABD) Max,Diameter (ESD) Mean,Diameter (ESD) Min,Diameter (ESD) Max,Diameter (FD) Mean,Diameter (FD) Min,Diameter (FD) Max,"D[3,2](ABD) Mean","D[3,2](ESD) Mean","D[4,3](ABD) Mean","D[4,3](ESD) Mean",Edge Gradient Mean,Edge Gradient Min,Edge Gradient Max,Elapsed Time Mean,Elapsed Time Min,Elapsed Time Max,Elongation Mean,Elongation Min,Elongation Max,Fiber Curl Mean,Fiber Curl Min,Fiber Curl Max,Fiber Straightness Mean,Fiber Straightness Min,Fiber Straightness Max,Geodesic Aspect Ratio Mean,Geodesic Aspect Ratio Min,Geodesic Aspect Ratio Max,Geodesic Length Mean,Geodesic Length Min,Geodesic Length Max,Geodesic Thickness Mean,Geodesic Thickness Min,Geodesic Thickness Max,Image Height Mean,Image Height Min,Image Height Max,Image Width Mean,Image Width Min,Image Width Max,Intensity Mean,Intensity Min,Intensity Max,Length Mean,Length Min,Length Max,Particles Per Chain Mean,Particles Per Chain Min,Particles Per Chain Max,Perimeter Mean,Perimeter Min,Perimeter Max,Ratio Blue/Green Mean,Ratio Blue/Green Min,Ratio Blue/Green Max,Ratio Red/Blue Mean,Ratio Red/Blue Min,Ratio Red/Blue Max,Ratio Red/Green Mean,Ratio Red/Green Min,Ratio Red/Green Max,Roughness Mean,Roughness Min,Roughness Max,Scatter Area Mean,Scatter Area Min,Scatter Area Max,Scatter Peak Mean,Scatter Peak Min,Scatter Peak Max,Scatter Width Mean,Scatter Width Min,Scatter Width Max,Sigma Intensity Mean,Sigma Intensity Min,Sigma Intensity Max,Sphere Complement Mean,Sphere Complement Min,Sphere Complement Max,Sphere Count Mean,Sphere Count Min,Sphere Count Max,Sphere Unknown Mean,Sphere Unknown Min,Sphere Unknown Max,Sphere Volume Mean,Sphere Volume Min,Sphere Volume Max,Sum Intensity Mean,Sum Intensity Min,Sum Intensity Max,Symmetry Mean,Symmetry Min,Symmetry Max,Transparency Mean,Transparency Min,Transparency Max,Volume (ABD) Mean,Volume (ABD) Min,Volume (ABD) Max,Volume (ESD) Mean,Volume (ESD) Min,Volume (ESD) Max,Width Mean,Width Min,Width Max
0,200000,20,20,2,100,7.4,87995,175990,360347.57,83.85,1.89,20738.18,86.14,1.89,23025.35,0.64,0,1,0.61,0,0.97,0.56,0.02,1,0.73,0.01,1,2.29,1,60.82,40.87,20.03,805.46,0.87,0,1,8.16,1.55,162.5,11.49,5,254.83,8.24,1.55,171.22,25.36,42.19,50.6,90.41,65.81,40,222.92,90.47,0.58,181.11,4.86,1,189.06,0.43,0,4.78,0.77,0.17,3.56,0.43,0.01,1,21.54,5.34,1229.26,5.84,0.76,57.67,30.24,10,458,29.66,11,426,154.5,41.57,208.25,14.65,5.51,348.66,1.2,1,19,54.75,15.05,2476.19,1,0.95,1.05,0.99,0.92,1.1,1,0.95,1.05,1.31,0.36,4.08,0,0,0,0,0,0,0,0,0,28.87,3.06,76.91,0,0,0,0,0,0,0,0,0,0,0,0,36361.48,2462,4934543,0.52,0,1,0.27,0.01,0.91,1417.42,1.95,2246568.39,4928.53,65.48,8664912.93,7.6,0.73,195.82
10,200000,20,20,2,100,7.4,41769,83538,166323.52,34.65,2.29,5580.31,35,2.29,6192.42,0.67,0.07,1,0.72,0,0.96,0.73,0.05,1,0.78,0.02,1,1.55,1,18.92,29.29,20.03,430.9,0.92,0.18,1,5.96,1.71,84.29,7.8,5,135.57,5.98,1.71,88.79,10.71,15.56,19.76,36.37,78.01,40,223.03,92.14,0.58,186.22,2.47,1,57.41,0.19,0,3.3,0.92,0.23,2.69,0.67,0.02,1,11.52,3.75,502.87,6.18,0.92,28.7,25.42,9,211,24.46,13,205,146.38,40.25,210.69,9.87,5.51,155.41,1.19,1,7,35.41,13.84,1032.25,1,0.94,1.05,0.99,0.9,1.11,1,0.94,1.05,1.21,0.47,3.19,0,0,0,0,0,0,0,0,0,32.84,3.37,74.59,0,0,0,0,0,0,0,0,0,0,0,0,19432.06,2599,1297685,0.63,0,1,0.23,0.02,0.84,247.36,2.61,313582.36,611.1,65.48,1304653.48,5.32,1.1,108.38
10,200000,20,20,2,100,7.4,38729,77458,157428.63,34.31,2.29,5061.76,34.65,2.29,5099.1,0.68,0.08,1,0.72,0,0.95,0.73,0.04,1,0.78,0.03,1,1.55,1,24.15,29.13,20.05,346.4,0.92,0.21,1,5.96,1.71,80.28,7.75,5,108.85,5.98,1.71,80.58,10.21,13.12,17.46,23.39,77.76,40,227,90.53,0.56,182.44,2.45,1,73.84,0.19,0,2.97,0.91,0.25,2.57,0.67,0.01,1,11.43,3.9,226.7,6.21,1.11,59.24,25.23,11,206,24.49,12,111,146.88,55.34,206.57,9.78,5.51,141.45,1.18,1,11,35.27,14.44,497.09,1,0.9,1.07,0.99,0.87,1.22,1,0.92,1.11,1.21,0.51,2.8,0,0,0,0,0,0,0,0,0,33.01,3.31,75.95,0,0,0,0,0,0,0,0,0,0,0,0,19421.8,2682,980882,0.64,0,1,0.22,0.02,0.81,233.56,2.61,270904.4,496.08,65.48,675325.76,5.32,0.73,64.3
10,200000,20,20,2,100,7.4,38489,76978,155755.34,34.81,2.02,3524.5,35.16,2.02,3962.97,0.68,0.07,1,0.72,0,0.96,0.73,0.05,1,0.78,0.04,1,1.54,1,19.28,29.23,20.11,279.05,0.92,0.17,1,5.99,1.61,66.99,7.79,5,87.28,6.01,1.61,71.03,10.43,13.68,17.77,25.17,77.71,40,231.09,90.86,0.56,183.24,2.44,1,58.55,0.19,0,2.59,0.91,0.28,2.77,0.67,0.02,1,11.47,3.75,220.92,6.22,1.1,29.35,25.34,9,159,24.48,14,129,146.91,44.85,209,9.83,5.51,111.32,1.18,1,10,35.37,13.84,462.58,1,0.95,1.05,0.99,0.92,1.11,1,0.95,1.05,1.21,0.46,2.67,0,0,0,0,0,0,0,0,0,33.02,3.28,76.36,0,0,0,0,0,0,0,0,0,0,0,0,19594.84,2574,1038452,0.64,0,1,0.22,0.02,0.81,241.93,2.17,157401.7,526.07,65.48,348106.12,5.34,1.1,65.03
20,200000,20,20,2,100,7.4,30617,61234,123445.96,32.29,2.29,2729.87,32.59,2.29,2980.68,0.67,0.08,1,0.73,0,0.96,0.74,0.04,1,0.78,0.04,1,1.51,1,28.44,28.57,20.01,327.63,0.92,0.21,1,5.82,1.71,58.96,7.57,5,102.77,5.84,1.71,61.6,9.53,13.33,14.69,26.66,79.36,40,227.6,91.67,0.58,183.92,2.32,1,87.35,0.17,0,3.04,0.93,0.25,2.89,0.69,0.01,1,10.99,4.11,469.18,6.18,1.08,32.92,24.99,12,173,24.29,13,161,144.81,52.15,207.26,9.57,5.51,140.71,1.2,1,8,34.32,14.27,952.47,1,0.92,1.04,0.99,0.9,1.17,1,0.95,1.08,1.2,0.45,2.91,0,0,0,0,0,0,0,0,0,32.38,3.36,77.3,0,0,0,0,0,0,0,0,0,0,0,0,18526.56,2671,847997,0.64,0,1,0.22,0.02,0.83,205.1,2.61,107294.22,479.05,65.48,568325.3,5.18,1.1,45.92
20,200000,20,20,2,100,7.4,31455,62910,125221.01,32.15,2.43,4526.15,32.47,2.43,5516.42,0.67,0.09,1,0.72,0,0.96,0.74,0.06,1,0.78,0.04,1,1.51,1,15.9,28.66,20.1,348.96,0.92,0.22,1,5.82,1.76,75.91,7.6,5,109.61,5.83,1.76,83.81,9.66,13.85,16.61,29.81,80.95,40,237,94.05,0.58,186.28,2.35,1,47.94,0.17,0,2.28,0.93,0.31,2.55,0.68,0.02,1,11.09,4.11,410.52,6.13,1.1,27.34,25.07,10,204,24.29,14,212,143.59,51.7,208.17,9.63,5.51,143.65,1.2,1,7,34.45,13.84,850.08,1,0.96,1.04,0.99,0.92,1.09,1,0.94,1.04,1.2,0.52,2.44,0,0,0,0,0,0,0,0,0,31.87,3.9,72.46,0,0,0,0,0,0,0,0,0,0,0,0,18363.26,2700,1174738,0.64,0,1,0.22,0.03,0.79,207.12,2.85,229064.08,503.77,65.48,689479.6,5.17,1.1,75.32
30,200000,20,20,2,100,7.4,35724,71448,115001.23,29.6,2.43,7246.46,29.81,2.43,7281.95,0.67,0.08,1,0.72,0,0.97,0.74,0.07,1,0.77,0.03,1,1.51,1,14.55,28,20.01,477.12,0.91,0.2,1,5.61,1.76,96.05,7.39,5,150.37,5.62,1.76,96.29,9.81,12.9,23.32,36.1,80.34,40,227.94,113.67,0.58,230.24,2.34,1,43.68,0.17,0,2.87,0.92,0.26,2.6,0.68,0.02,1,10.74,4.11,272.59,5.98,0.91,86.19,24.8,11,296,24.06,13,149,144.92,39.83,204.48,9.37,5.51,217.13,1.22,1,5,33.43,14.44,561.3,1,0.93,1.05,0.99,0.91,1.13,1,0.95,1.05,1.2,0.46,2.73,0,0,0,0,0,0,0,0,0,31.41,3.6,73.34,0,0,0,0,0,0,0,0,0,0,0,0,17483.15,2837,698656,0.64,0,1,0.23,0.01,0.81,193.62,2.85,464036.62,431.3,65.48,1780207.28,5.01,1.1,96.63
30,200000,20,20,2,100,7.4,34916,69832,124941.2,30.22,2.43,6535.11,30.45,2.43,6579.92,0.68,0.06,1,0.73,0,0.98,0.75,0.08,1,0.77,0.03,1,1.49,1,12.44,28.06,19.99,294.4,0.91,0.17,1,5.65,1.76,91.22,7.41,5,92.22,5.67,1.76,91.53,10.12,11.81,23.49,21.89,80.56,40,231.35,102.6,0.58,207.17,2.29,1,37.05,0.17,0,2.34,0.93,0.3,3.78,0.68,0.03,1,10.68,4.29,124.59,6.05,1.04,78.91,24.59,12,144,24.29,15,139,144.17,39.64,209.25,9.36,5.51,98.83,1.21,1,7,33.47,14.44,315.63,1,0.96,1.06,0.99,0.9,1.09,1,0.95,1.05,1.2,0.32,2.28,0,0,0,0,0,0,0,0,0,32.54,4.09,76.24,0,0,0,0,0,0,0,0,0,0,0,0,17569.04,2644,592951,0.64,0,1,0.23,0.01,0.87,203.81,2.85,397413.96,395.53,65.48,410617.3,5.07,1.1,91.48
40,200000,20,20,2,100,7.4,32782,65564,130638.59,30.22,2.02,3043.72,30.47,2.02,3306.5,0.67,0.07,1,0.73,0,0.96,0.75,0.07,1,0.77,0.03,1,1.47,1,15.06,28.18,20.05,262.55,0.91,0.21,1,5.69,1.61,62.25,7.45,5,82.05,5.7,1.61,64.88,8.82,11.6,13.66,20.02,81.56,40,245.07,93.5,0.58,186.08,2.24,1,45.28,0.15,0,2.54,0.94,0.28,2.92,0.69,0.02,1,10.6,3.75,223.52,6.1,0.98,25.72,24.64,12,174,24.35,14,131,142.24,44.32,206.42,9.41,5.51,118.67,1.23,1,5,33.42,13.84,479.71,1,0.95,1.04,0.99,0.91,1.12,1,0.94,1.06,1.19,0.43,2.37,0,0,0,0,0,0,0,0,0,32.01,3.74,73.82,0,0,0,0,0,0,0,0,0,0,0,0,17559.72,2713,960761,0.65,0,1,0.23,0.02,0.81,177.65,2.17,126319.75,392.38,65.48,289252.23,5.09,1.1,62.09
40,200000,20,20,2,100,7.4,36237,72474,127132.03,34.22,2.43,8235.58,34.44,2.43,8367.93,0.68,0.03,1,0.73,0,0.98,0.76,0.04,1,0.77,0.01,1,1.47,1,22.62,28.18,20,332.09,0.91,0.14,1,5.72,1.76,102.4,7.45,5,104.26,5.73,1.76,103.22,16.66,16.36,43.74,38.83,80.04,40,240.5,105.55,0.58,211.3,2.22,1,69.03,0.16,0,2.32,0.94,0.3,5.9,0.7,0.01,1,10.53,3.75,182.91,6.16,1.01,88.56,24.69,11,162,24.3,15,184,143.18,34.29,204.53,9.37,5.51,129.69,1.22,1,8,33.38,13.84,397.5,1,0.95,1.05,0.99,0.91,1.07,1,0.95,1.05,1.19,0.23,2.3,0,0,0,0,0,0,0,0,0,31.63,3.29,72.95,0,0,0,0,0,0,0,0,0,0,0,0,17849.22,2723,713446,0.65,0,1,0.22,0.01,0.9,380.09,2.85,562218.85,588.61,65.48,593405.04,5.14,0.73,103.24
50,200000,20,20,2,100,7.4,19623,39246,78421.89,34.35,2.43,3570.81,34.76,2.43,3702.63,0.68,0.05,1,0.73,0,0.96,0.75,0.08,1,0.79,0.04,1,1.48,1,12.03,28.69,20.12,382.96,0.92,0.24,1,5.89,1.76,67.43,7.61,5,120.3,5.91,1.76,68.66,11.39,16.81,21.83,42.15,80.84,40,229.96,103.21,0.58,185.56,2.25,1,35.75,0.17,0,2.29,0.94,0.3,2.36,0.7,0.03,1,10.96,4.29,236.35,6.26,1.17,31.08,25.32,10,253,23.98,13,166,144.97,54.46,206.85,9.61,5.51,180.39,1.18,1,5,34.44,14.44,491.51,1,0.94,1.04,0.99,0.93,1.1,1,0.96,1.04,1.2,0.53,2.27,0,0,0,0,0,0,0,0,0,32.23,3.5,74.31,0,0,0,0,0,0,0,0,0,0,0,0,19115.24,2709,933117,0.65,0,1,0.22,0.02,0.81,260.9,2.85,160514.48,639.55,65.48,911651.72,5.21,1.1,52.54
50,200000,20,20,2,100,7.4,28863,57726,109747.76,31.9,2.29,2026.09,32.21,2.29,2194.6,0.68,0.07,1,0.73,0,0.96,0.76,0.07,1,0.79,0.03,1,1.45,1,13.54,28.3,20.01,312.49,0.92,0.24,1,5.79,1.71,50.79,7.49,5,97.87,5.8,1.71,52.86,9.73,13.94,15.82,28.8,83.66,40,236.38,107.8,0.77,195,2.17,1,40.51,0.15,0,2.24,0.95,0.31,2.7,0.71,0.02,1,10.64,4.58,217.1,6.22,1.15,27.32,25,11,185,24.03,13,168,141.44,40.15,205.18,9.47,5.51,147.33,1.2,1,5,33.73,14.44,457.03,1,0.9,1.07,0.99,0.89,1.25,0.99,0.93,1.12,1.19,0.48,2.5,0,0,0,0,0,0,0,0,0,29.9,3.88,74.93,0,0,0,0,0,0,0,0,0,0,0,0,18017.63,2813,601363,0.66,0,1,0.22,0.02,0.8,206.96,2.61,68604.5,495.31,65.48,490867.63,5.1,1.1,56.21
60,200000,20,20,2,100,7.4,35822,71644,141365.48,34.67,2.02,16547.68,35,2.02,16559.82,0.67,0.07,1,0.73,0,0.95,0.76,0.05,1,0.78,0.05,1,1.47,1,21.95,28.84,20,712.58,0.91,0.23,1,5.9,1.61,145.15,7.66,5,225.34,5.91,1.61,145.21,13.03,20.8,40.11,88.06,82.8,40,241.32,92.53,0.58,187.89,2.21,1,66.93,0.15,0,3.21,0.95,0.24,3.1,0.7,0.01,1,10.87,4.29,425.08,6.26,1.16,40.75,25.26,9,438,24.27,14,347,141.36,37.45,207.62,9.69,5.51,317.07,1.22,1,9,34.27,14.44,931.66,1,0.95,1.06,0.99,0.89,1.1,1,0.94,1.05,1.19,0.47,3.11,0,0,0,0,0,0,0,0,0,30.83,3.66,76.39,0,0,0,0,0,0,0,0,0,0,0,0,18722.23,2235,2594674,0.66,0,1,0.22,0.02,0.78,301.21,2.17,1601288.38,807.55,65.48,5991089.16,5.22,1.1,90.75
60,200000,20,20,2,100,7.4,29165,58330,115094.75,32.45,2.16,6665.91,32.85,2.16,8695.53,0.68,0.06,1,0.73,0,0.97,0.76,0.02,1,0.78,0.04,1,1.47,1,42.96,28.35,20.08,388.4,0.92,0.21,1,5.77,1.66,92.13,7.5,5,122.04,5.78,1.66,105.22,11.34,16.82,25.53,45.14,82.07,40,238.4,92.37,0.58,187.91,2.21,1,132.95,0.15,0,2.53,0.94,0.28,2.45,0.71,0.01,1,10.71,4.11,266.04,6.19,1.13,44.84,25.11,11,208,23.96,14,177,142.26,27.43,203.84,9.5,5.51,153.94,1.21,1,6,33.8,14.87,568.48,1,0.94,1.09,0.99,0.87,1.12,1,0.93,1.06,1.19,0.5,2.95,0,0,0,0,0,0,0,0,0,31.16,4.52,74.55,0,0,0,0,0,0,0,0,0,0,0,0,18182.33,2629,2020719,0.65,0,1,0.22,0.01,0.79,245.41,2.39,409405.22,616.44,65.48,951665.28,5.12,1.1,106.91
0,200000,20,20,2.5,100,7.4,95643,191286,379770.64,77.36,1.75,17293.8,79.14,1.75,19568.01,0.64,0,1,0.62,0,0.96,0.57,0.01,1,0.73,0.01,1,2.25,1,123.03,39.91,20.09,1144.54,0.87,0,1,7.98,1.49,148.39,11.18,5,362.83,8.06,1.49,157.84,22.09,37.9,40.87,97.56,66.94,40,209.48,93.1,0.58,186.75,4.71,1,384.51,0.42,0,5.13,0.77,0.16,3.5,0.43,0,1,20.71,5.06,1245.15,5.82,0.76,51,30.88,9,744,28.11,11,290,150.93,33.08,209.95,14.26,5.51,536.04,1.19,1,44,53.05,15.3,2496.78,1,0.94,1.07,0.99,0.91,1.14,1,0.92,1.07,1.31,0.31,5.28,0,0,0,0,0,0,0,0,0,29.6,3.27,75.22,0,0,0,0,0,0,0,0,0,0,0,0,33621.59,2464,4318096,0.53,0,1,0.27,0.02,0.89,1139.43,1.75,1710800.13,4001.11,65.48,25009251.14,7.42,0.73,134.84
0,200000,20,20,2.5,100,7.4,93059,186118,373451.51,75.46,1.89,13122.3,77.24,1.89,14394.44,0.64,0.03,1,0.62,0,0.96,0.56,0.01,1,0.73,0.01,1,2.26,1,104.16,39.63,19.99,831.09,0.87,0.07,1,7.89,1.55,129.26,11.09,5,262.96,7.96,1.55,135.38,21.87,36.68,39.18,73.93,66.83,40,209.6,91.63,0.58,184.78,4.75,1,325.22,0.43,0,7.6,0.76,0.12,3.25,0.43,0,1,20.73,4.4,1589.93,5.75,0.68,41.36,30.74,11,471,28.03,12,343,151.81,44.83,207.55,14.14,5.51,389.08,1.19,1,44,52.96,14.44,3189.64,1,0.95,1.06,0.99,0.91,1.08,1,0.94,1.04,1.31,0.33,6.13,0,0,0,0,0,0,0,0,0,29.87,3.18,75.35,0,0,0,0,0,0,0,0,0,0,0,0,33330.79,2580,2998830,0.53,0,1,0.27,0.03,0.91,1100.04,1.95,1130781.69,3841.95,65.48,9520276.97,7.36,0.73,145.86
5,200000,20,20,2.5,100,7.4,51789,103578,203699.12,34.67,2.29,9267.45,35.09,2.29,11145.86,0.66,0.04,1,0.71,0,0.95,0.71,0.03,1,0.77,0.02,1,1.61,1,28.94,29.61,19.99,547.61,0.91,0.15,1,5.96,1.71,108.63,7.9,5,172.7,5.98,1.71,119.13,10.79,16.41,22.12,48.15,76.06,40,229.89,94.12,0.59,188.51,2.65,1,88.91,0.21,0,2.6,0.9,0.28,2.81,0.64,0.01,1,11.9,4.11,382.32,6.08,0.78,51.6,25.82,9,338,24.28,12,189,145.84,44.33,207.26,10.06,5.51,239.18,1.18,1,7,35.95,13.84,778.46,1,0.95,1.07,0.99,0.89,1.09,1,0.95,1.05,1.22,0.41,2.54,0,0,0,0,0,0,0,0,0,33.43,3.2,75.22,0,0,0,0,0,0,0,0,0,0,0,0,19375.32,2437,2588668,0.62,0,1,0.24,0.02,0.83,249.43,2.61,671126.31,661.29,65.48,2696892.58,5.31,0.73,94.42
5,200000,20,20,2.5,100,7.4,61757,123514,245219.15,35.68,2.16,4993.32,35.98,2.16,5221.01,0.66,0.06,1,0.71,0,0.96,0.71,0.01,1,0.77,0.01,1,1.61,1,83.9,29.88,20,952.61,0.91,0.14,1,6.02,1.66,79.74,7.99,5,301.78,6.04,1.66,81.53,10.93,23.89,19.34,112.09,76.44,40,220.19,93.27,0.58,186.74,2.62,1,261.58,0.2,0,3.58,0.9,0.22,3.69,0.64,0,1,11.96,3.9,957.26,6.13,0.89,31.92,25.97,10,621,24.33,13,232,150.61,48.91,214.17,10.16,5.51,450.8,1.19,1,18,36.18,14.44,1921.84,1,0.94,1.05,1,0.92,1.13,1,0.96,1.07,1.21,0.3,3.69,0,0,0,0,0,0,0,0,0,35.34,3.32,81.58,0,0,0,0,0,0,0,0,0,0,0,0,20406.43,2588,1464531,0.62,0,1,0.24,0.02,0.89,260.14,2.39,265428.49,1028.07,65.48,14390058.17,5.38,1.1,94.42
10,200000,20,20,2.5,100,7.4,53065,106130,209412.07,36.39,2.02,4993.32,36.81,2.02,5930.17,0.67,0.06,1,0.72,0,0.95,0.73,0.02,1,0.77,0.02,1,1.56,1,45.33,29.6,20,901.03,0.91,0.07,1,5.99,1.61,79.74,7.9,5,285.31,6,1.61,86.89,12.93,27.32,27.94,102.63,79.67,40,242.91,94.04,0.58,187.89,2.48,1,140.4,0.18,0,3.08,0.92,0.25,2.83,0.67,0.01,1,11.64,3.9,684.93,6.23,0.94,51.9,25.63,11,543,24.48,12,219,147.51,44.67,210.03,10,5.51,389.81,1.21,1,20,35.74,13.84,1380.36,1,0.91,1.08,1,0.77,1.2,1,0.78,1.1,1.2,0.46,3.01,0,0,0,0,0,0,0,0,0,35.84,3.39,78.64,0,0,0,0,0,0,0,0,0,0,0,0,20073.25,2361,1506371,0.63,0,1,0.23,0.03,0.87,313.57,2.17,265428.49,1208.24,65.48,12160002.7,5.36,0.73,139.98
10,200000,20,20,2.5,100,7.4,51960,103920,205051.38,34.68,2.43,7237.06,34.99,2.43,7252.72,0.67,0.05,1,0.72,0,0.96,0.73,0.03,1,0.77,0.04,1,1.52,1,33.17,29.19,20.03,1002.72,0.92,0.13,1,5.93,1.76,95.99,7.77,5,317.7,5.94,1.76,96.1,11.59,25.77,25.62,141.45,79.54,40,227.36,93.4,0.58,187.89,2.35,1,102.2,0.17,0,3.99,0.92,0.2,3.49,0.67,0.01,1,11.26,3.9,889.9,6.24,1.05,38.37,25.48,9,608,24.27,12,264,147.71,47.43,209,9.83,5.51,450.06,1.19,1,8,34.99,14.44,1797.22,1,0.94,1.1,1,0.84,1.14,1,0.92,1.07,1.2,0.45,3.95,0,0,0,0,0,0,0,0,0,35.71,3.43,80.33,0,0,0,0,0,0,0,0,0,0,0,0,19586.67,2553,1688851,0.64,0,1,0.23,0.02,0.8,267.86,2.85,463134.46,1038.38,65.48,16789816.05,5.29,0.73,126.02
20,200000,20,20,2.5,100,7.4,41800,83600,164661.78,34.43,2.02,5263.04,34.86,2.02,6303.32,0.67,0.04,1,0.72,0,0.95,0.74,0.02,1,0.77,0,1,1.53,1,44.98,29.16,20.01,517.25,0.91,0.05,1,5.85,1.61,81.86,7.76,5,163.08,5.86,1.61,89.59,12.59,34.93,27.14,93.91,82,40,237.55,94.96,0.58,188.23,2.36,1,139.32,0.16,0,2.46,0.93,0.29,4.17,0.68,0.01,1,11.25,4.11,661.5,6.21,0.86,38.78,25.49,10,323,24.29,13,170,145.58,47.46,209.12,9.87,5.51,228.89,1.22,1,12,34.91,14.27,1336.04,1,0.92,1.1,1,0.88,1.17,1,0.94,1.08,1.19,0.26,3.05,0,0,0,0,0,0,0,0,0,35.55,3.68,78.16,0,0,0,0,0,0,0,0,0,0,0,0,19199.77,1415,1472259,0.64,0,1,0.23,0.03,0.94,289.05,2.17,287222.98,1604.22,65.48,2271113.82,5.21,1.1,102.5
20,200000,20,20,2.5,100,7.4,40487,80974,159611.79,32.31,2.43,3800.53,32.55,2.43,3800.53,0.67,0.08,1,0.72,0,0.96,0.74,0.04,1,0.77,0.03,1,1.49,1,24.82,28.6,20.01,364.1,0.92,0.18,1,5.78,1.76,69.56,7.58,5,114.3,5.8,1.76,69.56,10.41,14.76,20.13,34.64,82.27,40,229.71,94.82,0.56,188.08,2.24,1,75.95,0.16,0,2.88,0.93,0.26,2.82,0.69,0.01,1,10.83,3.9,347.4,6.21,1.09,32.97,25.11,10,231,24.18,13,148,145.68,35.16,204.81,9.61,5.51,168.64,1.21,1,6,34.08,13.84,703.95,1,0.92,1.07,1,0.88,1.14,1,0.94,1.06,1.19,0.45,2.79,0,0,0,0,0,0,0,0,0,35.66,3.53,76.76,0,0,0,0,0,0,0,0,0,0,0,0,18587.72,2544,915497,0.64,0,1,0.23,0.02,0.83,224.3,2.85,176250.45,539.31,65.48,781920.58,5.14,1.1,59.15
30,200000,20,20,2.5,100,7.4,39299,78598,156326.61,31.15,2.56,4342.55,31.37,2.56,4342.55,0.66,0.08,1,0.72,0,0.96,0.74,0.03,1,0.76,0.04,1,1.49,1,32.17,28.44,19.94,886.18,0.91,0.18,1,5.71,1.81,74.36,7.53,5,280.57,5.72,1.81,74.36,9.88,22.31,18.46,126.28,84.04,40,229.77,93.32,0.58,186.41,2.23,1,99.05,0.15,0,3.2,0.94,0.24,2.86,0.68,0.01,1,10.73,4.11,619.8,6.13,0.94,27.86,25.01,10,561,24.19,13,209,143.63,49.48,204.6,9.58,5.51,413.32,1.22,1,8,33.73,14.44,1254.06,1,0.92,1.05,1,0.91,1.16,1,0.95,1.08,1.19,0.44,3.42,0,0,0,0,0,0,0,0,0,35.03,3.55,79.44,0,0,0,0,0,0,0,0,0,0,0,0,17968.87,2826,1100429,0.64,0,1,0.23,0.02,0.81,205.2,3.09,215268.98,818.72,65.48,11564519.2,5.06,1.1,99.57
30,200000,20,20,2.5,100,7.4,38400,76800,152357.62,30.78,2.43,4834.73,31,2.43,4834.73,0.66,0.04,1,0.72,0,0.95,0.74,0.05,1,0.76,0.03,1,1.48,1,20.17,28.33,20,496.67,0.91,0.19,1,5.67,1.76,78.46,7.5,5,156.61,5.68,1.76,78.46,9.8,15.15,17.99,44.14,83.82,40,224.23,91.77,0.58,186.89,2.22,1,61.35,0.15,0,2.71,0.94,0.27,2.83,0.69,0.02,1,10.64,3.9,302.66,6.13,1.04,35.93,24.95,12,194,24.17,13,285,143.85,41.03,210.77,9.54,5.51,233.3,1.22,1,5,33.53,13.84,628.26,1,0.96,1.06,1,0.88,1.08,1,0.94,1.05,1.19,0.45,2.63,0,0,0,0,0,0,0,0,0,34.79,3.89,78.03,0,0,0,0,0,0,0,0,0,0,0,0,17862.5,2554,856581,0.64,0,1,0.23,0.03,0.83,201.16,2.85,252884.3,537.61,65.48,2011380.14,5.03,1.1,62.09
40,200000,20,20,2.5,100,7.4,38371,76742,152360.12,29.61,2.02,1964.78,29.84,2.02,1981.5,0.65,0.05,1,0.72,0,0.96,0.74,0.06,1,0.75,0.03,1,1.48,1,18.02,28.18,20.06,541.89,0.91,0.17,1,5.58,1.61,50.02,7.45,5,170.96,5.6,1.61,50.23,9.18,14.41,14.52,43.65,85.52,40,230.23,92.23,0.58,186.75,2.22,1,54.6,0.14,0,2.3,0.95,0.3,3.08,0.68,0.02,1,10.53,4.29,329.36,6.05,0.98,31.43,24.86,11,170,24.17,15,353,142.15,43.58,207.93,9.52,5.51,253.14,1.24,1,6,33.15,14.44,672.39,1,0.93,1.05,1,0.91,1.14,1,0.95,1.06,1.18,0.45,2.61,0,0,0,0,0,0,0,0,0,33.95,3.74,79.75,0,0,0,0,0,0,0,0,0,0,0,0,17246.56,2306,600781,0.64,0,1,0.24,0.02,0.82,181.2,2.17,65514.22,500.46,65.48,2616426.68,4.94,1.1,60.62
